(128, 3.424)
(256, 3.52)
(288, 3.552)
(124, 3.584)
(224, 3.584)
(120, 3.585)
(126, 3.616)
(123, 3.648)
(248, 3.648)
(255, 3.648)
(280, 3.648)
(94, 3.648)
(96, 3.648)
(122, 3.68)
(127, 3.68)
(160, 3.68)
(176, 3.68)
(192, 3.68)
(216, 3.68)
(221, 3.68)
(222, 3.68)
(223, 3.68)
(250, 3.68)
(252, 3.68)
(253, 3.68)
(93, 3.68)
(119, 3.712)
(121, 3.712)
(215, 3.712)
(220, 3.712)
(242, 3.712)
(249, 3.712)
(92, 3.712)
(95, 3.712)
(254, 3.713)
(285, 3.713)
(110, 3.744)
(116, 3.744)
(118, 3.744)
(125, 3.744)
(158, 3.744)
(218, 3.744)
(245, 3.744)
(246, 3.744)
(247, 3.744)
(276, 3.744)
(284, 3.744)
(320, 3.744)
(512, 3.744)
(88, 3.744)
(112, 3.776)
(152, 3.776)
(155, 3.776)
(157, 3.776)
(159, 3.776)
(186, 3.776)
(188, 3.776)
(189, 3.776)
(208, 3.776)
(214, 3.776)
(219, 3.776)
(225, 3.776)
(232, 3.776)
(236, 3.776)
(240, 3.776)
(241, 3.776)
(243, 3.776)
(264, 3.776)
(272, 3.776)
(275, 3.776)
(277, 3.776)
(278, 3.776)
(281, 3.776)
(672, 3.776)
(156, 3.808)
(184, 3.808)
(190, 3.808)
(191, 3.808)
(211, 3.808)
(217, 3.808)
(234, 3.808)
(235, 3.808)
(237, 3.808)
(238, 3.808)
(268, 3.808)
(269, 3.808)
(273, 3.808)
(274, 3.808)
(282, 3.808)
(287, 3.808)
(316, 3.808)
(510, 3.808)
(117, 3.809)
(154, 3.809)
(384, 3.809)
(114, 3.84)
(115, 3.84)
(144, 3.84)
(148, 3.84)
(151, 3.84)
(178, 3.84)
(180, 3.84)
(182, 3.84)
(206, 3.84)
(207, 3.84)
(239, 3.84)
(251, 3.84)
(266, 3.84)
(271, 3.84)
(283, 3.84)
(319, 3.84)
(376, 3.84)
(480, 3.84)
(504, 3.84)
(506, 3.84)
(508, 3.84)
(511, 3.84)
(90, 3.84)
(304, 3.841)
(312, 3.841)
(509, 3.841)
(150, 3.872)
(153, 3.872)
(185, 3.872)
(187, 3.872)
(200, 3.872)
(201, 3.872)
(202, 3.872)
(204, 3.872)
(210, 3.872)
(212, 3.872)
(228, 3.872)
(258, 3.872)
(260, 3.872)
(262, 3.872)
(267, 3.872)
(296, 3.872)
(308, 3.872)
(317, 3.872)
(318, 3.872)
(368, 3.872)
(372, 3.872)
(374, 3.872)
(377, 3.872)
(380, 3.872)
(381, 3.872)
(382, 3.872)
(383, 3.872)
(488, 3.872)
(492, 3.872)
(494, 3.872)
(668, 3.872)
(89, 3.872)
(111, 3.904)
(147, 3.904)
(149, 3.904)
(181, 3.904)
(183, 3.904)
(203, 3.904)
(205, 3.904)
(230, 3.904)
(231, 3.904)
(233, 3.904)
(265, 3.904)
(289, 3.904)
(310, 3.904)
(311, 3.904)
(313, 3.904)
(314, 3.904)
(315, 3.904)
(360, 3.904)
(379, 3.904)
(493, 3.904)
(496, 3.904)
(497, 3.904)
(502, 3.904)
(505, 3.904)
(664, 3.904)
(84, 3.904)
(87, 3.904)
(108, 3.905)
(227, 3.905)
(507, 3.905)
(146, 3.936)
(172, 3.936)
(174, 3.936)
(177, 3.936)
(196, 3.936)
(199, 3.936)
(209, 3.936)
(226, 3.936)
(229, 3.936)
(270, 3.936)
(306, 3.936)
(309, 3.936)
(352, 3.936)
(367, 3.936)
(370, 3.936)
(373, 3.936)
(375, 3.936)
(378, 3.936)
(472, 3.936)
(474, 3.936)
(476, 3.936)
(477, 3.936)
(478, 3.936)
(484, 3.936)
(486, 3.936)
(490, 3.936)
(498, 3.936)
(500, 3.936)
(501, 3.936)
(640, 3.936)
(656, 3.936)
(666, 3.936)
(106, 3.968)
(109, 3.968)
(142, 3.968)
(175, 3.968)
(179, 3.968)
(194, 3.968)
(195, 3.968)
(197, 3.968)
(198, 3.968)
(259, 3.968)
(295, 3.968)
(298, 3.968)
(300, 3.968)
(302, 3.968)
(307, 3.968)
(358, 3.968)
(359, 3.968)
(362, 3.968)
(369, 3.968)
(371, 3.968)
(464, 3.968)
(470, 3.968)
(479, 3.968)
(485, 3.968)
(503, 3.968)
(624, 3.968)
(659, 3.968)
(80, 3.968)
(82, 3.968)
(85, 3.968)
(102, 4.0)
(104, 4.0)
(107, 4.0)
(136, 4.0)
(143, 4.0)
(145, 4.0)
(168, 4.0)
(170, 4.0)
(171, 4.0)
(261, 4.0)
(292, 4.0)
(297, 4.0)
(299, 4.0)
(301, 4.0)
(305, 4.0)
(344, 4.0)
(346, 4.0)
(350, 4.0)
(354, 4.0)
(357, 4.0)
(361, 4.0)
(448, 4.0)
(461, 4.0)
(468, 4.0)
(469, 4.0)
(471, 4.0)
(481, 4.0)
(482, 4.0)
(483, 4.0)
(489, 4.0)
(495, 4.0)
(636, 4.0)
(648, 4.0)
(652, 4.0)
(671, 4.0)
(141, 4.001)
(140, 4.032)
(167, 4.032)
(169, 4.032)
(263, 4.032)
(293, 4.032)
(294, 4.032)
(303, 4.032)
(343, 4.032)
(347, 4.032)
(348, 4.032)
(349, 4.032)
(356, 4.032)
(363, 4.032)
(364, 4.032)
(365, 4.032)
(432, 4.032)
(452, 4.032)
(460, 4.032)
(462, 4.032)
(466, 4.032)
(473, 4.032)
(491, 4.032)
(499, 4.032)
(630, 4.032)
(655, 4.032)
