(111, 63.713)
(171, 63.744)
(411, 63.745)
(671, 63.776)
(571, 63.777)
(471, 63.808)
(521, 63.808)
(531, 63.808)
(981, 63.809)
(131, 63.84)
(31, 63.841)
(1001, 63.872)
(841, 63.872)
(271, 63.905)
(511, 63.905)
(291, 63.936)
(961, 64.0)
(541, 64.193)
(11, 72.704)
(721, 72.741)
(921, 72.897)
(711, 72.928)
(431, 73.024)
(491, 73.025)
(951, 73.025)
(701, 73.056)
(201, 73.058)
(401, 73.088)
(481, 73.088)
(301, 73.089)
(341, 73.121)
(61, 73.121)
(861, 73.121)
(661, 73.153)
(551, 73.184)
(831, 73.184)
(281, 73.185)
(731, 73.185)
(791, 73.216)
(871, 73.217)
(351, 73.248)
(641, 73.249)
(51, 73.28)
(601, 73.28)
(811, 73.281)
(391, 73.344)
(591, 73.344)
(611, 73.344)
(461, 73.44)
(41, 73.472)
(891, 73.696)
(771, 75.776)
(651, 81.6)
(901, 82.049)
(251, 82.081)
(71, 82.272)
(221, 82.273)
(361, 82.273)
(581, 82.273)
(991, 82.273)
(331, 82.274)
(21, 82.305)
(631, 82.305)
(881, 82.305)
(241, 82.401)
(101, 82.432)
(621, 82.433)
(781, 82.464)
(231, 82.498)
(561, 82.498)
(911, 82.498)
(141, 82.529)
(261, 82.529)
(441, 82.529)
(381, 82.56)
(321, 82.561)
(121, 82.592)
(91, 82.688)
(451, 82.689)
(1011, 82.816)
(311, 82.817)
(931, 82.977)
(191, 84.929)
(421, 85.281)
(371, 87.649)
(971, 87.841)
(1021, 88.162)
(741, 88.224)
(211, 90.241)
(941, 91.649)
(821, 91.681)
(81, 91.778)
(851, 91.808)
(181, 91.904)
(751, 91.969)
(761, 92.001)
(801, 94.4)
(681, 98.784)
(691, 101.41)
(151, 102.66)
(161, 104.07)
(501, 107.23)
(1, 241.86)
