(474, 63.424)
(489, 63.457)
(451, 63.462)
(470, 63.488)
(522, 63.489)
(973, 63.489)
(991, 63.52)
(219, 63.521)
(507, 63.521)
(466, 63.552)
(475, 63.552)
(463, 63.584)
(496, 63.585)
(422, 63.616)
(457, 63.616)
(500, 63.617)
(420, 63.649)
(425, 63.649)
(487, 63.649)
(596, 63.649)
(530, 63.68)
(553, 63.68)
(624, 63.68)
(682, 63.68)
(499, 63.681)
(469, 63.682)
(472, 63.712)
(521, 63.712)
(583, 63.712)
(590, 63.712)
(592, 63.712)
(825, 63.712)
(582, 63.713)
(776, 63.713)
(876, 63.714)
(454, 63.744)
(567, 63.744)
(716, 63.744)
(793, 63.744)
(435, 63.745)
(468, 63.745)
(570, 63.745)
(580, 63.745)
(598, 63.745)
(1003, 63.749)
(594, 63.776)
(750, 63.776)
(838, 63.776)
(1008, 63.777)
(477, 63.777)
(562, 63.777)
(673, 63.777)
(931, 63.777)
(815, 63.778)
(944, 63.778)
(1020, 63.808)
(445, 63.808)
(483, 63.808)
(486, 63.808)
(518, 63.808)
(560, 63.808)
(564, 63.808)
(568, 63.808)
(588, 63.808)
(703, 63.808)
(742, 63.808)
(766, 63.808)
(879, 63.808)
(517, 63.809)
(531, 63.809)
(541, 63.809)
(546, 63.809)
(569, 63.809)
(571, 63.809)
(575, 63.809)
(577, 63.809)
(584, 63.809)
(589, 63.809)
(864, 63.81)
(343, 63.84)
(404, 63.84)
(523, 63.84)
(538, 63.84)
(559, 63.84)
(595, 63.84)
(670, 63.84)
(432, 63.841)
(484, 63.841)
(490, 63.841)
(493, 63.841)
(502, 63.841)
(503, 63.841)
(509, 63.841)
(524, 63.841)
(525, 63.841)
(532, 63.841)
(542, 63.841)
(586, 63.841)
(408, 63.842)
(25, 63.872)
(4, 63.872)
(436, 63.872)
(459, 63.872)
(462, 63.872)
(516, 63.872)
(533, 63.872)
(539, 63.872)
(550, 63.872)
(565, 63.872)
(599, 63.872)
(705, 63.872)
(725, 63.872)
(8, 63.872)
(983, 63.872)
(985, 63.872)
(495, 63.873)
(548, 63.873)
(561, 63.873)
(597, 63.873)
(869, 63.873)
(1021, 63.874)
(795, 63.874)
(429, 63.904)
(431, 63.904)
(446, 63.904)
(512, 63.904)
(519, 63.904)
(537, 63.904)
(558, 63.904)
(579, 63.904)
(86, 63.904)
(39, 63.905)
(421, 63.905)
(460, 63.905)
(506, 63.905)
(511, 63.905)
(520, 63.905)
(540, 63.905)
(585, 63.905)
(688, 63.905)
(718, 63.905)
(437, 63.906)
(504, 63.906)
(341, 63.936)
(449, 63.936)
(505, 63.936)
(535, 63.936)
(747, 63.936)
(989, 63.936)
(999, 63.936)
(300, 63.937)
(482, 63.937)
(527, 63.937)
(498, 63.938)
(501, 63.94)
(455, 63.968)
(473, 63.968)
(488, 63.968)
(529, 63.968)
(829, 63.968)
(479, 63.969)
(515, 63.969)
(549, 63.969)
(419, 64.0)
(428, 64.0)
(438, 64.0)
(480, 64.0)
(612, 64.0)
(433, 64.001)
(528, 64.001)
(552, 64.001)
(572, 64.001)
(485, 64.032)
(526, 64.032)
(534, 64.032)
(593, 64.032)
(339, 64.033)
(555, 64.033)
(450, 64.064)
(494, 64.064)
(621, 64.064)
(814, 64.064)
(881, 64.065)
(573, 64.066)
(467, 64.096)
(544, 64.096)
(591, 64.096)
(63, 64.096)
(941, 64.096)
(977, 64.096)
(563, 64.097)
(581, 64.097)
(631, 64.097)
(954, 64.097)
(427, 64.128)
(444, 64.128)
(578, 64.128)
(678, 64.128)
(443, 64.129)
(547, 64.129)
(773, 64.129)
(442, 64.13)
(464, 64.16)
(348, 64.161)
(545, 64.161)
(566, 64.161)
(400, 64.162)
(557, 64.162)
(465, 64.192)
(513, 64.192)
(426, 64.193)
(491, 64.193)
(492, 64.193)
(514, 64.224)
(536, 64.224)
(430, 64.256)
(543, 64.256)
(574, 64.256)
(452, 64.257)
(456, 64.288)
(497, 64.289)
(476, 64.32)
(424, 64.352)
(556, 64.352)
(21, 64.416)
(434, 64.448)
(423, 64.481)
(441, 64.481)
(551, 64.512)
(868, 64.512)
(478, 64.545)
(587, 64.545)
(458, 64.609)
(440, 64.737)
(481, 64.865)
(447, 64.896)
(576, 64.928)
(878, 64.93)
(510, 66.816)
(554, 69.377)
(508, 70.178)
(471, 70.272)
(461, 70.4)
(739, 72.608)
(921, 72.608)
(711, 72.832)
(333, 72.896)
(619, 72.934)
(401, 72.96)
(664, 72.96)
(803, 72.96)
(1007, 72.961)
(413, 72.961)
(416, 72.961)
(831, 72.961)
(833, 72.961)
(100, 72.993)
(730, 72.993)
(974, 72.993)
(822, 73.024)
(636, 73.025)
(669, 73.025)
(943, 73.025)
(671, 73.026)
(888, 73.026)
(1016, 73.056)
(70, 73.056)
(764, 73.056)
(923, 73.056)
(779, 73.057)
(836, 73.057)
(940, 73.057)
(614, 73.058)
(608, 73.088)
(980, 73.088)
(701, 73.089)
(848, 73.09)
(828, 73.12)
(898, 73.12)
(942, 73.12)
(16, 73.121)
(643, 73.121)
(649, 73.121)
(726, 73.121)
(748, 73.121)
(801, 73.121)
(817, 73.121)
(397, 73.122)
(642, 73.122)
(816, 73.122)
(1024, 73.152)
(331, 73.152)
(34, 73.152)
(606, 73.152)
(633, 73.152)
(732, 73.152)
(819, 73.152)
(874, 73.152)
(908, 73.152)
(928, 73.152)
(207, 73.153)
(260, 73.153)
(291, 73.153)
(388, 73.153)
(600, 73.153)
(648, 73.153)
(720, 73.153)
(906, 73.153)
(950, 73.153)
(979, 73.153)
(335, 73.154)
(840, 73.154)
(1015, 73.159)
(178, 73.184)
(181, 73.184)
(252, 73.184)
(411, 73.184)
(601, 73.184)
(676, 73.184)
(723, 73.184)
(835, 73.184)
(870, 73.184)
(89, 73.184)
(936, 73.184)
(957, 73.184)
(130, 73.185)
(662, 73.185)
(695, 73.185)
(714, 73.185)
(865, 73.185)
(982, 73.185)
(113, 73.216)
(125, 73.216)
(47, 73.216)
(710, 73.216)
(712, 73.216)
(763, 73.216)
(1009, 73.217)
(315, 73.217)
(357, 73.217)
(66, 73.217)
(666, 73.217)
(700, 73.217)
(798, 73.217)
(998, 73.217)
(27, 73.218)
(317, 73.218)
(791, 73.226)
(717, 73.248)
(738, 73.248)
(774, 73.248)
(830, 73.248)
(849, 73.248)
(964, 73.248)
(145, 73.249)
(675, 73.249)
(81, 73.249)
(259, 73.25)
(56, 73.25)
(1002, 73.28)
(834, 73.28)
(988, 73.28)
(186, 73.281)
(269, 73.281)
(657, 73.281)
(683, 73.281)
(744, 73.281)
(899, 73.281)
(394, 73.282)
(681, 73.312)
(685, 73.312)
(978, 73.312)
(992, 73.312)
(182, 73.313)
(61, 73.313)
(689, 73.313)
(702, 73.313)
(996, 73.313)
(346, 73.314)
(616, 73.314)
(660, 73.319)
(644, 73.344)
(755, 73.344)
(965, 73.344)
(823, 73.345)
(770, 73.35)
(920, 73.351)
(242, 73.353)
(196, 73.376)
(735, 73.376)
(407, 73.377)
(142, 73.378)
(690, 73.378)
(295, 73.408)
(332, 73.409)
(634, 73.409)
(699, 73.409)
(713, 73.409)
(966, 73.409)
(632, 73.44)
(704, 73.44)
(963, 73.44)
